Date,Chlorophyll_a,Secchi_Depth,TSI
2018-02-11,18.05962127761475,1.4898515357559718,58.87318432104472
2018-02-11,18.611280151838542,1.4880934570932427,59.14226829655391
2018-12-23,19.79835215435204,1.1902145242448896,57.74295915592844
2018-12-23,19.75255212328084,1.1848750283048974,57.3645095930106
2018-12-28,21.47902032637147,1.397486164209086,59.79580982039274
2018-12-28,21.33473620732202,1.3961276607115356,59.76823333945273
2019-01-07,17.213519246928897,1.6841883931619004,58.19135442069743
2019-01-12,22.609802552586665,1.682929683692518,61.04477418588234
2019-01-12,23.03049526680856,1.7237209148753947,61.21162405490897
2019-01-27,18.488463173896108,1.554145555860153,59.20992591074371
2019-01-27,18.06499066133431,1.537290684563034,58.98280060696229
2019-02-01,21.003730504008555,2.049858532253115,60.23858564301052
2019-02-06,19.012327760138785,1.5123387668826842,59.47194053181528
2019-02-06,19.377254033233587,1.5196331040097693,59.656935136982845
2019-02-11,25.05428162812155,1.3318701361890035,60.74812471129696
2019-02-11,25.269141585431612,1.370071452535674,60.998810276626735
2019-02-21,18.232603928479403,1.5190258572423114,59.06270856284669
2019-02-26,18.674531243173348,1.5197364349718294,59.24633644772515
2019-02-26,19.18565590006375,1.5131713415265131,59.51235130221495
2019-03-03,22.32218143858888,1.5740430907472187,61.02517572660256
2019-03-03,20.531930853249268,1.651034122344683,60.19625477707407
2019-03-08,21.88338516270971,1.3914144701156406,60.12194274487289
2019-03-08,23.707876651611382,1.5161160312999975,61.30027237535264
2019-03-18,17.809143748707832,1.8602268620168176,58.75177786869043
2019-03-18,20.801372220301623,1.7722663376105214,60.29264752582149
2019-03-23,21.167425287683525,1.301891394276018,59.468353772303104
2019-03-23,21.79979560033705,1.360215835136595,60.07911975577847
2019-03-28,17.06338396354357,1.6034943805081283,58.42322084191535
2019-05-02,21.559122300824825,1.353831999862587,59.38254533634593
2019-05-02,21.8815094561565,1.3393316917479878,59.584371061749415
2019-07-06,28.83600607702993,1.3673975195215182,62.16178944629074
2019-07-06,28.421824540086664,1.367154549233496,62.21560421768552
2019-08-20,30.70693949572988,1.53380125437168,63.51469676214805
2019-08-20,31.20767846760414,1.502640071552959,63.39531893003692
2019-10-04,28.199935162883538,1.4296836966262998,61.19372192018648
2019-10-04,28.083257340264616,1.452196215034713,60.83893405693541
2019-10-24,22.94243324603173,1.4519931925652454,60.590127394185565
2019-11-13,27.233721283160374,1.802634657589656,62.313925858121074
2019-11-13,29.79145038168222,1.7898433791059556,62.97504161761752
2019-11-18,19.37355942463339,1.5467741470030976,59.59082725380328
2019-12-13,18.73299675725065,1.5752197401923196,59.33703954500068
2019-12-23,29.20619065224188,1.5372675127786,61.897096892612815
2019-12-23,28.67806729126729,1.4800950415802565,61.64180298649831
2019-12-28,26.37722871094945,1.417376560202779,62.42388251417726
2019-12-28,27.343344513393728,1.4147651039005262,62.79238424494694
2020-01-02,22.68837304618864,1.4604757728658313,61.15887372012931
