Date,Chlorophyll_a,Secchi_Depth,TSI
2018-02-11,13.065928820107406,1.4776116488695854,55.69655077434679
2018-12-23,13.167147747368144,1.3921539090984605,55.51319468495885
2018-12-23,14.795739098710197,1.4418149559144664,56.79480358330011
2019-01-07,12.683442512594125,1.1396645554440643,55.14778625572436
2019-01-07,13.063147061915908,1.139209637811331,55.45597164930641
2019-01-22,10.037675009052338,1.4093060937381925,52.45523144510526
2019-01-22,10.871593157686217,1.4239990536238196,53.39382543288441
2019-01-27,9.70336626934112,1.411466466731477,51.47010589475976
2019-01-27,7.942593582740162,1.3045866606584289,48.36166891148817
2019-02-01,18.19457409072593,1.774229963930805,59.02838831435313
2019-02-06,19.66147920900842,1.5839262682734585,59.77188096592173
2019-02-06,20.34584639625541,1.5738125388202626,60.095526210354
2019-02-11,13.96930799982134,1.842974469321364,55.576122385908434
2019-02-11,11.134030165647102,1.870387128865682,52.653694370972296
2019-02-16,10.541619820234562,1.549873393080588,52.67394979890866
2019-02-16,10.75622624419668,1.5237891722132857,52.779198648175786
2019-02-21,10.697664056690678,4.497334501765488,51.52556208151599
2019-02-21,11.066209576562276,4.421819826093024,51.93648125166976
2019-02-26,18.719870634535116,1.7310293071639191,58.915347872579886
2019-02-26,19.43823280182935,1.7284068690911636,59.31725829079432
2019-03-08,10.042233800097268,3.1767481501511887,50.21574422666208
2019-03-08,10.919226351607689,2.8437819697462925,51.6532791239034
2019-03-13,12.632329600177895,2.1325136766431085,54.14784194547652
2019-03-13,12.689801067774717,2.0798071279803803,54.25154318779543
2019-03-23,15.154493044695224,2.2736638466829056,56.26532641114744
2019-03-23,14.47762501755356,1.5246021060792874,56.6764099802132
2019-03-28,14.231060605794706,1.908406244990136,55.29550335544759
2019-03-28,16.75040944821482,1.8650699187415716,57.411204257099854
2019-04-07,13.229729152290394,1.9337493090830613,54.64067332310898
2019-04-07,12.26730952824382,1.948377100925258,53.76697166916564
2019-04-17,13.184054456263452,1.800615477634801,53.6723287816424
2019-04-17,13.90269268787359,1.783515618337829,54.17024695615287
2019-04-22,18.751246591189418,1.7459387659084684,58.85249476061858
2019-05-02,16.242387239047932,1.5601321523265823,57.05226270324743
2019-05-02,16.36712659137362,1.537480147803175,56.99250460794413
